name,year,set,card_number,player,sport,parallel,grade,grader,condition,quantity,acquired_price,image_url,notes,scp_id,collx_id,collx_market_value,collx_asking_price
2024 Panini Select Marquise Brown #81,2024,2024 Panini Select,81,Marquise Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432151334934528-1-82F0.jpg,,,1078432151334934528,0.50,
2024 Panini Select Dak Prescott #38,2024,2024 Panini Select,38,Dak Prescott,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432164907702272-1-91Lg.jpg,,,1078432164907702272,0.99,
2024 Panini Select Tariq Woolen #95,2024,2024 Panini Select,95,Tariq Woolen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432176844691456-1-aS2N.jpg,,,1078432176844691456,10.50,
2024 Panini Select - Red & Yellow Prizm Shock C.J. Mosley #214,2024,2024 Panini Select - Red & Yellow Prizm Shock,214,C.J. Mosley,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432246897956864-1-Yjrv.jpg,,,1078432246897956864,1.37,
2024 Panini Select - Red & Yellow Prizm Shock Tyler Lockett #199,2024,2024 Panini Select - Red & Yellow Prizm Shock,199,Tyler Lockett,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432284109821952-1-clB8.jpg,,,1078432284109821952,1.25,
2024 Panini Select - Red & Yellow Prizm Shock Kaiir Elam #8,2024,2024 Panini Select - Red & Yellow Prizm Shock,8,Kaiir Elam,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432299796518912-1-N3D2.jpg,,,1078432299796518912,,
2024 Panini Select - Silver Prizm Die Cut Kareem Hunt #75,2024,2024 Panini Select - Silver Prizm Die Cut,75,Kareem Hunt,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432322110216192-1-u3.jpg,,,1078432322110216192,0.99,
2024 Panini Select - Select Certified Rookies Will Shipley #20,2024,2024 Panini Select - Select Certified Rookies,20,Will Shipley,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432336949663744-1-7Jkd.jpg,,,1078432336949663744,0.99,
2024 Panini Select - Select Future Jordan Addison #14,2024,2024 Panini Select - Select Future,14,Jordan Addison,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432398773704704-1-IAsd.jpg,,,1078432398773704704,1.01,
2024 Panini Select - Turbocharged Aaron Rodgers #8,2024,2024 Panini Select - Turbocharged,8,Aaron Rodgers,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432422823843840-1-rsb.jpg,,,1078432422823843840,1.40,
2024 Panini Select - Select Numbers Prizm Puka Nacua #2,2024,2024 Panini Select - Select Numbers Prizm,2,Puka Nacua,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078432490519910400-1-lqcb.jpg,,,1078432490519910400,4.75,
2024 Panini Select Cory Trice #140 (RC),2024,2024 Panini Select,140,Cory Trice,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078429384159647744-1-wJ7.jpg,,,1078429384159647744,1.31,
2024 Panini Select Mike Alstott #183,2024,2024 Panini Select,183,Mike Alstott,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078429398160234496-1-A8LI.jpg,,,1078429398160234496,0.99,
2024 Panini Select Harrison Smith #59,2024,2024 Panini Select,59,Harrison Smith,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078429411036747776-1-ZE1.jpg,,,1078429411036747776,0.99,
2024 Panini Select Roschon Johnson #291,2024,2024 Panini Select,291,Roschon Johnson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426760857376768-1-32H5.jpg,,,1078426760857376768,1.25,
2024 Panini Select Lamar Jackson #121,2024,2024 Panini Select,121,Lamar Jackson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426824770181120-1-FaRv.jpg,,,1078426824770181120,0.99,
2024 Panini Select - Select Certified Rookies Michael Penix Jr. #9,2024,2024 Panini Select - Select Certified Rookies,9,Michael Penix Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426848459610112-1-Ox2S.jpg,,,1078426848459610112,0.99,
2024 Panini Select - Select Future Prizm Brock Bowers #3,2024,2024 Panini Select - Select Future Prizm,3,Brock Bowers,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426869389187072-1-VEPV.jpg,,,1078426869389187072,5.50,
2024 Panini Select - Red & Yellow Prizm Shock Brock Purdy #37,2024,2024 Panini Select - Red & Yellow Prizm Shock,37,Brock Purdy,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426913345492992-1-pZzc.jpg,,,1078426913345492992,1.50,
2024 Panini Select - Red & Yellow Prizm Shock Ladd McConkey #268 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,268,Ladd McConkey,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426958677530624-1-TfwR.jpg,,,1078426958677530624,1.79,
2024 Panini Select - Red & Yellow Prizm Shock J.C. Latham #11 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,11,J.C. Latham,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078426993800632320-1-l12p.jpg,,,1078426993800632320,0.99,
2024 Panini Select - Select Numbers Prizm Aaron Rodgers #16,2024,2024 Panini Select - Select Numbers Prizm,16,Aaron Rodgers,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078427042219677696-1-1ArI.jpg,,,1078427042219677696,8.50,
2024 Panini Select - Turbocharged Rome Odunze #22,2024,2024 Panini Select - Turbocharged,22,Rome Odunze,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078427084271769600-1-wIee.jpg,,,1078427084271769600,1.06,
2024 Panini Select Jahan Dotson #63,2024,2024 Panini Select,63,Jahan Dotson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078427097760651264-1-gQIL.jpg,,,1078427097760651264,1.12,
2024 Panini Select Will Reichard #21 (RC),2024,2024 Panini Select,21,Will Reichard,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078427122725148672-1-fn6H.jpg,,,1078427122725148672,0.97,
2024 Panini Select Kyle Hamilton #78,2024,2024 Panini Select,78,Kyle Hamilton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078427169055430656-1-SWqG.jpg,,,1078427169055430656,1.11,
2024 Panini Select - Silver Prizm Stefon Diggs #94,2024,2024 Panini Select - Silver Prizm,94,Stefon Diggs,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420519187765248-1-Vhcc.jpg,,,1078420519187765248,19.00,
2024 Panini Select - Silver Prizm Mike Sainristil #76 (RC),2024,2024 Panini Select - Silver Prizm,76,Mike Sainristil,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420545989367808-1-lk4.jpg,,,1078420545989367808,1.00,
2024 Panini Select Rico Dowdle #90,2024,2024 Panini Select,90,Rico Dowdle,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420563211180032-1-PfU9.jpg,,,1078420563211180032,1.39,
2024 Panini Select - Gold Prizm Shock Greg Rousseau #272 (SN10),2024,2024 Panini Select - Gold Prizm Shock,272,Greg Rousseau,Football,SN10,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420579459913728-1-4gdK.jpg,,,1078420579459913728,,
2024 Panini Select Jake Ferguson #64,2024,2024 Panini Select,64,Jake Ferguson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420608710989824-1-QW9N.jpg,,,1078420608710989824,0.30,
2024 Panini Select Demarvion Overshown #48,2024,2024 Panini Select,48,Demarvion Overshown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420624473184256-1-bbUF.jpg,,,1078420624473184256,0.80,
2024 Panini Select - Silver Prizm Cooper Rush #22,2024,2024 Panini Select - Silver Prizm,22,Cooper Rush,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078420636770883584-1-smrA.jpg,,,1078420636770883584,1.75,
2024 Panini Select - Turbocharged Tyreek Hill #5,2024,2024 Panini Select - Turbocharged,5,Tyreek Hill,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417612518316032-1-yRft.jpg,,,1078417612518316032,1.06,
2024 Panini Select - Turbocharged Amon-Ra St. Brown #25,2024,2024 Panini Select - Turbocharged,25,Amon-Ra St. Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417637164046336-1-59hT.jpg,,,1078417637164046336,1.00,
2024 Panini Select - Select Numbers Justin Herbert #17,2024,2024 Panini Select - Select Numbers,17,Justin Herbert,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417711889766400-1-9UGI.jpg,,,1078417711889766400,1.00,
2024 Panini Select - Select Numbers DK Metcalf #24,2024,2024 Panini Select - Select Numbers,24,DK Metcalf,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417747541350400-1-Wym7.jpg,,,1078417747541350400,0.99,
2024 Panini Select - Select Certified Rookies Ricky Pearsall #12,2024,2024 Panini Select - Select Certified Rookies,12,Ricky Pearsall,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417777413183488-1-OXmF.jpg,,,1078417777413183488,1.00,
2024 Panini Select - Select Certified Rookies Jonathon Brooks #17,2024,2024 Panini Select - Select Certified Rookies,17,Jonathon Brooks,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417801991804928-1-WRjR.jpg,,,1078417801991804928,0.99,
2024 Panini Select - Select Certified Rookies Rome Odunze #10,2024,2024 Panini Select - Select Certified Rookies,10,Rome Odunze,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417884619593728-1-5Ymo.jpg,,,1078417884619593728,1.00,
2024 Panini Select - Select Numbers Caleb Williams #19,2024,2024 Panini Select - Select Numbers,19,Caleb Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417932812146688-1-nVad.jpg,,,1078417932812146688,1.25,
2024 Panini Select - Silver Prizm Die Cut Darnell Savage Jr. #144,2024,2024 Panini Select - Silver Prizm Die Cut,144,Darnell Savage Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417959546640384-1-pHmg.jpg,,,1078417959546640384,0.50,
2024 Panini Select - Black & Red Prizm Shock Pat Freiermuth #186,2024,2024 Panini Select - Black & Red Prizm Shock,186,Pat Freiermuth,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078417986599901184-1-e5k6.jpg,,,1078417986599901184,0.99,
2024 Panini Select - Green & Yellow Prizm Shock Blake Corum #9 (RC),2024,2024 Panini Select - Green & Yellow Prizm Shock,9,Blake Corum,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078418031395067904-1-abhF.jpg,,,1078418031395067904,0.99,
2024 Panini Select Dan Hampton #242,2024,2024 Panini Select,242,Dan Hampton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078418050923747328-1-aIrz.jpg,,,1078418050923747328,1.25,
2024 Panini Select - Select Future Jayden Daniels #4,2024,2024 Panini Select - Select Future,4,Jayden Daniels,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413702009313280-1-GvCM.jpg,,,1078413702009313280,1.49,
2024 Panini Select - Select Future Prizm Anthony Richardson #11,2024,2024 Panini Select - Select Future Prizm,11,Anthony Richardson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413783781464064-1-vGM.jpg,,,1078413783781464064,,
2024 Panini Select - Select Future Prizm Marvin Harrison Jr. #6,2024,2024 Panini Select - Select Future Prizm,6,Marvin Harrison Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413852769376256-1-QgMt.jpg,,,1078413852769376256,3.00,
2024 Panini Select - Turbocharged Prizm CeeDee Lamb #23,2024,2024 Panini Select - Turbocharged Prizm,23,CeeDee Lamb,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413892288108544-1-0e0U.jpg,,,1078413892288108544,1.17,
2024 Panini Select - Silver Prizm Andrew Van Ginkel #6 (RC),2024,2024 Panini Select - Silver Prizm,6,Andrew Van Ginkel,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413905894430720-1-Ed9v.jpg,,,1078413905894430720,1.49,
2024 Panini Select - Silver Prizm Die Cut C.J. Stroud #128,2024,2024 Panini Select - Silver Prizm Die Cut,128,C.J. Stroud,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413924928182272-1-xoYw.jpg,,,1078413924928182272,1.35,
2024 Panini Select - Silver Prizm Die Cut Brian Thomas Jr. #143 (RC),2024,2024 Panini Select - Silver Prizm Die Cut,143,Brian Thomas Jr.,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413946419795968-1-mvy.jpg,,,1078413946419795968,1.00,
2024 Panini Select - Silver Prizm Die Cut Rasul Douglas #89,2024,2024 Panini Select - Silver Prizm Die Cut,89,Rasul Douglas,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078413967894632448-1-HRFP.jpg,,,1078413967894632448,1.25,
2024 Panini Select - Silver Prizm Die Cut Xavier Legette #101 (RC),2024,2024 Panini Select - Silver Prizm Die Cut,101,Xavier Legette,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078414012572358656-1-y78L.jpg,,,1078414012572358656,1.00,
2024 Panini Select - Silver Prizm Brian Thomas Jr. #143 (RC),2024,2024 Panini Select - Silver Prizm,143,Brian Thomas Jr.,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078414035691362304-1-FZo.jpg,,,1078414035691362304,2.29,
2024 Panini Select Patrick Mahomes II #33,2024,2024 Panini Select,33,Patrick Mahomes II,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078414056696436736-1-BZ8T.jpg,,,1078414056696436736,1.00,
2024 Panini Select - Silver Prizm C.J. Stroud #128,2024,2024 Panini Select - Silver Prizm,128,C.J. Stroud,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078414073037445120-1-kZZx.jpg,,,1078414073037445120,1.69,
2024 Panini Select - Red & Yellow Prizm Shock Tyler Guyton #69 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,69,Tyler Guyton,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409667508295680-1-4Gfl.jpg,,,1078409667508295680,1.50,
2024 Panini Select - Red & Yellow Prizm Shock Isaiah Likely #161,2024,2024 Panini Select - Red & Yellow Prizm Shock,161,Isaiah Likely,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409689847158784-1-Xl7N.jpg,,,1078409689847158784,1.00,
2024 Panini Select - Red & Yellow Prizm Shock Dallas Goedert #241,2024,2024 Panini Select - Red & Yellow Prizm Shock,241,Dallas Goedert,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409707027027968-1-ocw.jpg,,,1078409707027027968,1.80,
2024 Panini Select - Red & Yellow Prizm Shock Marquise Brown #81,2024,2024 Panini Select - Red & Yellow Prizm Shock,81,Marquise Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409761460705280-1-Hwi1.jpg,,,1078409761460705280,1.40,
2024 Panini Select - Red & Yellow Prizm Shock Brian Branch #129,2024,2024 Panini Select - Red & Yellow Prizm Shock,129,Brian Branch,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409814678034432-1-btRa.jpg,,,1078409814678034432,1.43,
2024 Panini Select - Red & Yellow Prizm Shock Ricky Pearsall #285 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,285,Ricky Pearsall,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409881526851584-1-BPeT.jpg,,,1078409881526851584,1.50,
2024 Panini Select - Red & Yellow Prizm Shock Danielle Hunter #243,2024,2024 Panini Select - Red & Yellow Prizm Shock,243,Danielle Hunter,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078409933955651584-1-mImf.jpg,,,1078409933955651584,1.57,
2024 Panini Select - Red & Yellow Prizm Shock Jordan Love #172,2024,2024 Panini Select - Red & Yellow Prizm Shock,172,Jordan Love,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078410006332561408-1-8gkd.jpg,,,1078410006332561408,1.99,
2024 Panini Select - Red & Yellow Prizm Shock Dak Prescott #38,2024,2024 Panini Select - Red & Yellow Prizm Shock,38,Dak Prescott,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078410032018479104-1-qJVD.jpg,,,1078410032018479104,1.69,
2024 Panini Select - Silver Prizm Caleb Williams #25 (RC),2024,2024 Panini Select - Silver Prizm,25,Caleb Williams,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078410057662453760-1-eTHO.jpg,,,1078410057662453760,3.50,
2024 Panini Select Jameis Winston #67,2024,2024 Panini Select,67,Jameis Winston,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078410081695815680-1-qVXO.jpg,,,1078410081695815680,0.99,
2024 Panini Select DeVonta Smith #51,2024,2024 Panini Select,51,DeVonta Smith,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078410104202450944-1-p4dB.jpg,,,1078410104202450944,0.99,
2025 Panini Select Trevor Etienne #45,2025,2025 Panini Select,45,Trevor Etienne,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078395804343719936-1-nTIQ.jpg,,,1078395804343719936,1.10,
2025 Panini Select - Pink Prizm Shock Jordan Love #168,2025,2025 Panini Select - Pink Prizm Shock,168,Jordan Love,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078395844525152256-1-TLcQ.jpg,,,1078395844525152256,1.50,
2025 Panini Select Woody Marks #236,2025,2025 Panini Select,236,Woody Marks,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078395919158597632-1-ZCpX.jpg,,,1078395919158597632,1.41,
2025 Panini Select Emeka Egbuka #37,2025,2025 Panini Select,37,Emeka Egbuka,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078395932949469184-1-tuFo.jpg,,,1078395932949469184,1.07,
